%           Time              IMU_X_ACC              IMU_Y_ACC              IMU_Z_ACC            IMU_YAW_VEL          IMU_PITCH_VEL           IMU_ROLL_VEL              IMU_X_VEL              IMU_Y_VEL              IMU_Z_VEL                IMU_YAW              IMU_PITCH               IMU_ROLL                  IMU_X                  IMU_Y                  IMU_Z 
1261229021.2212     -0.2871698439121246      0.4010030627250671      9.3651847839355469      0.0014521433040500     -0.0030290212016553      0.0148629797622561      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1278210963241999     -0.0001008798642735      0.0376552544069034      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2312     -0.2281857579946518      0.2057668864727020      9.1977853775024414      0.0117886010557413     -0.0090135941281915      0.0084123648703098      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1278795277429919     -0.0002153752696572      0.0377172852543562      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2412      0.1146329566836357     -0.2544845044612885      9.3224496841430664     -0.0006674471660517     -0.0133009692654014      0.0174980647861958      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1278115089442756     -0.0002924298794179      0.0378484417768534      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2512     -0.1738158315420151      0.0708840340375900     10.0094938278198242      0.0046723079867661     -0.0062761968001723      0.0182319562882185      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1278127905905503     -0.0003768845952641      0.0380086808506921      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2612      0.2149360328912735      0.6095401048660278     10.2610111236572266      0.0028953009750694      0.0009632614674047      0.0150972716510296      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1277857595054859     -0.0003075251459107      0.0381135053679112      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2712      0.2591426968574524      0.6125647425651550     10.0796899795532227      0.0129501856863499      0.0079317362979054      0.0220663622021675      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1278741098746493     -0.0002531618097135      0.0383120606719334      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2812      0.0274337735027075     -0.1242238208651543      9.4162759780883789      0.0244630053639412      0.0096650850027800      0.0191883016377687      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1280659323745407     -0.0000792805859102      0.0384462340566029      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.2912     -0.4324686825275421      0.2515726089477539      9.4247999191284180      0.0115693239495158      0.0047692451626062      0.0186292026191950      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1281217672112699     -0.0000560096513760      0.0386104387437523      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.3012     -0.4123081862926483      0.8158587217330933      9.7921428680419922      0.0009194004815072      0.0098713273182511      0.0277210567146540      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1280782744617175      0.0009899124516048      0.0385997569710676      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.3112     -0.4969608485698700      0.6284149885177612     10.2210359573364258     -0.0101369749754667     -0.0087470905855298      0.0170876197516918      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1279242022702780      0.0008865236096795      0.0387483904882184      0.0000000000000000      0.0000000000000000      0.0000000000000000 
1261229021.3212      0.1088521629571915     -0.2564295530319214      9.9104700088500977     -0.0009724021656439     -0.0014134624507278      0.0090651502832770      0.0000000000000000      0.0000000000000000      0.0000000000000000      0.1278573902164307      0.0013957342491719      0.0386496954026958      0.0000000000000000      0.0000000000000000      0.0000000000000000 
